Unnamed: 0,date,sol,humi,temp,prec,sun,snow,temp_s,prec_s,sun_s,snow_s,Broc
161,2022/6/11,0.0,86,20.6,3.1875,0.0,0.0,0.8093207028119319,3.249398982888989,0.0,0.0,1300
162,2022/6/12,0.0,70,20.8875,5.875,7.399999999999999,0.0,0.7671986379028576,4.88460592064498,1.4177446878757824,0.0,1300
163,2022/6/13,0.0,53,20.4625,0.0,9.325,0.0,0.5786568499551354,0.0,0.6552671211040576,0.0,1300
164,2022/6/14,0.0,81,16.4375,3.25,0.0,0.0,0.7244610065421049,2.436698586202241,0.0,0.0,1300
165,2022/6/15,0.0,93,16.462500000000002,3.5,0.0,0.0,0.6323319934970868,1.541103500742244,0.0,0.0,1300
166,2022/6/16,0.0,86,19.5375,0.0,0.1625,0.0,0.7105235745561161,0.0,0.1316956719106592,0.0,1300
167,2022/6/17,0.0,80,22.5125,0.0,4.55,0.0,0.6411659301616077,0.0,0.8558621384311844,0.0,1300
168,2022/6/18,0.0,88,22.425,0.8125,0.025,0.0,0.7462405778299648,0.9333240326917548,0.0433012701892219,0.0,1300
169,2022/6/19,0.0,76,25.09375,0.0,10.675,0.0,0.7134587847241076,0.0,0.5043560250458007,0.0,1300
170,2022/6/20,0.0,75,26.25,0.0,6.9,0.0,0.9797958971132712,0.0,0.9260129588726066,0.0,1300
171,2022/6/21,0.0,75,25.3,0.0,1.475,0.0,0.5522680508593633,0.0,0.7344215410784191,0.0,1300
172,2022/6/22,0.0,85,23.7875,1.125,1.6,0.0,0.656577299333445,1.595893166850463,0.8831760866327847,0.0,1300
173,2022/6/23,0.0,86,23.1,1.75,0.05,0.0,0.5830951894845299,1.7853571071357126,0.1322875655532295,0.0,1300
174,2022/6/24,0.0,73,27.175,0.0,6.9625,0.0,0.770957197255464,0.0,1.0135796712641785,0.0,1300
175,2022/6/25,0.0,60,30.675,0.0,11.625,0.0,0.8954747344286161,0.0,0.4602988159880495,0.0,1300
176,2022/6/26,0.0,61,28.775,0.0,6.950000000000001,0.0,1.1310946025863624,0.0,1.5402921800749363,0.0,1300
177,2022/6/27,0.0,68,28.762500000000003,0.3125,10.7375,0.0,1.1714707636129895,0.8267972847076845,0.9551668702378656,0.0,1300
178,2022/6/28,0.0,68,29.55,0.0,12.5125,0.0,0.5172040216394298,0.0,1.1162856937182344,0.0,1300
179,2022/6/29,0.0,63,30.6,0.0,12.9125,0.0,0.7000000000000004,0.0,0.3550968177835448,0.0,1300
180,2022/6/30,0.0,60,31.3375,0.0,12.6625,0.0,0.7105235745561159,0.0,0.5452923527796811,0.0,1300
181,2022/7/1,0.0,64,30.9875,0.0,11.6125,0.0,0.7201345360417032,0.0,0.544144971491973,0.0,1300
182,2022/7/2,0.0,69,30.2625,0.0,8.8375,0.0,0.7712611425451178,0.0,2.0651498129675727,0.0,1300
183,2022/7/3,0.0,76,27.5125,0.1875,1.3625,0.0,0.7490619133289317,0.3479852726768763,1.0499255926016855,0.0,1300
184,2022/7/4,0.0,81,25.725,3.8125,0.1625,0.0,0.872854512504805,1.818954026356906,0.2446298223847616,0.0,1300
185,2022/7/5,0.0,83,25.8,1.9375,2.125,0.0,0.8958236433584457,2.930843521923338,1.1637761812307383,0.0,1300
186,2022/7/6,0.0,81,26.475,2.0,1.9,0.0,0.6239991987174343,2.331844763272204,1.2328828005937953,0.0,1300
187,2022/7/7,0.0,77,26.0625,0.375,5.175,0.0,0.5829611908180516,0.5448623679425842,1.0071618539241842,0.0,1300
188,2022/7/8,0.0,68,26.275,0.0,4.9125000000000005,0.0,0.5651327277728659,0.0,0.6881814804250401,0.0,1300
189,2022/7/9,0.0,68,26.475000000000005,0.0,9.7,0.0,0.5952940449895335,0.0,1.0234744745229365,0.0,1300
190,2022/7/10,0.0,74,27.925,0.0,8.600000000000001,0.0,0.6118619125260211,0.0,0.9340770846134704,0.0,1300
191,2022/7/11,0.0,72,28.5625,0.25,6.8375,0.0,0.5743202503830074,0.6614378277661477,1.4924288090223936,0.0,1300
192,2022/7/12,0.0,83,25.0625,106.5,0.05,0.0,0.6688376110835873,104.56068811938836,0.1,0.0,1300
193,2022/7/13,0.0,95,23.7375,21.125,0.3375,0.0,0.3739568825412898,15.444962771078472,0.4357106264483344,0.0,1300
194,2022/7/14,0.0,93,23.475,10.375,0.0125,0.0,0.5043560250458005,6.493987603930269,0.0330718913883073,0.0,1300
195,2022/7/15,0.0,97,23.55,32.375,0.0,0.0,0.384057287393431,16.05605415411894,0.0,0.0,1300
