Unnamed: 0,date,temp,prec,sun,snow,humi,temp_s,prec_s,sun_s,snow_s,humi_s,Broc
0,2022/1/1,1.1,0.0833333333333333,1.9833333333333327,0.0,72.33333333333333,1.1902380714238083,0.1863389981249825,1.242868545833477,0.0,36.33830241249888,1190
1,2022/1/2,1.4500000000000002,0.0,8.233333333333333,0.0,73.33333333333333,1.0484114968211036,0.0,0.5557777333511023,0.0,36.73176040189501,1190
2,2022/1/3,3.9333333333333336,0.0,8.416666666666666,0.0,69.33333333333333,1.286683937707919,0.0,0.2793842435706704,0.0,34.97459395364329,1190
3,2022/1/4,3.95,0.0833333333333333,1.75,0.0,71.0,0.921502396451939,0.1863389981249824,1.3124404748406686,0.0,35.76660453551609,1190
4,2022/1/5,2.4166666666666665,0.0,5.266666666666667,0.0,72.66666666666667,1.2401836781523756,0.0,2.0789954839350235,0.0,36.43106122832853,1190
5,2022/1/6,0.6166666666666666,2.083333333333333,1.3333333333333333,0.0,89.0,0.8782874750836932,2.089989367330742,0.4268749491621899,0.0,44.57858230136979,1190
6,2022/1/7,2.1,0.0,2.85,0.0,75.0,0.9504384952922168,0.0,2.2306576010973385,0.0,37.5532954612508,1190
7,2022/1/8,1.6666666666666667,0.0,8.616666666666667,0.0,70.33333333333333,1.2458821060687173,0.0,0.4336537277085893,0.0,35.432643455184405,1190
8,2022/1/9,2.9,0.0,7.583333333333333,0.0,75.0,1.2315302134607444,0.0,0.4740487551109296,0.0,37.59321747336878,1190
9,2022/1/10,4.166666666666667,0.0,8.983333333333333,0.0,71.0,1.4962917124975623,0.0,0.3624760528488592,0.0,35.63121290853475,1190
10,2022/1/11,2.6166666666666667,14.25,0.0666666666666666,0.0,88.33333333333333,0.9906507401142388,2.7195281453467866,0.1490711984999859,0.0,44.250863142868624,1190
11,2022/1/12,1.5333333333333332,0.1666666666666666,1.1666666666666663,0.0,78.0,1.1440668201153676,0.3726779962499649,1.2905640455070626,0.0,39.20459156782532,1190
12,2022/1/13,1.4166666666666667,0.25,2.0,0.0,64.33333333333333,1.2061186600920415,0.25,1.3127579111676813,0.0,32.503418623619,1190
13,2022/1/14,0.8833333333333333,0.0,0.95,0.0,71.33333333333333,1.2116334245783895,0.0,1.1757976016304847,0.0,35.86394041683404,1190
14,2022/1/15,1.9499999999999995,0.0,5.183333333333334,0.0,73.66666666666667,1.317510278264778,0.0,0.7080881928749335,0.0,37.03339333928532,1190
15,2022/1/16,2.8666666666666667,0.6666666666666666,7.183333333333334,0.0,76.0,1.179924668028524,1.49071198499986,0.5520165053893067,0.0,38.05697483160391,1190
16,2022/1/17,4.383333333333334,0.0833333333333333,1.5,0.0,66.33333333333333,1.0667968670536838,0.1863389981249824,1.1298967504452195,0.0,33.388704011320286,1190
17,2022/1/18,1.3166666666666669,0.0,1.6833333333333331,0.0,70.0,1.2508885730640529,0.0,1.5614274096337477,0.0,35.17101079013795,1190
18,2022/1/19,0.4666666666666666,0.0,4.733333333333333,0.0,83.0,1.085766498326822,0.0,1.0530379332620876,0.0,41.692325432865935,1190
19,2022/1/20,0.7833333333333335,0.0833333333333333,1.4666666666666666,0.0,77.0,0.876387788342327,0.1863389981249824,1.169995251652283,0.0,38.60807342167352,1190
20,2022/1/21,0.5833333333333334,0.0,3.016666666666667,0.0,70.33333333333333,1.1156711980786371,0.0,1.1451588924201257,0.0,35.507823863981805,1190
21,2022/1/22,1.5,0.0,6.9,0.0,70.0,1.1604596790352808,0.0,1.4165686240583852,0.0,35.07610772781572,1190
22,2022/1/23,1.0166666666666668,15.416666666666666,0.0,0.0,94.66666666666669,0.6841458583924597,2.588704094501511,0.0,0.0,47.36970433609322,1190
23,2022/1/24,3.2000000000000006,1.0,4.633333333333333,0.0,86.66666666666667,1.2754084313139329,0.957427107756338,1.2078447287995626,0.0,43.41146801889514,1190
24,2022/1/25,1.7,0.0,3.566666666666667,0.0,83.66666666666667,1.044030650891055,0.0,0.6896053621859068,0.0,41.9301668120804,1190
25,2022/1/26,4.233333333333333,0.0,6.6000000000000005,0.0,78.66666666666667,1.2697331303160606,0.0,1.987460691435179,0.0,39.46165508721374,1190
26,2022/1/27,3.816666666666667,0.0,4.416666666666666,0.0,77.66666666666667,1.2953978367882029,0.0,1.6272847186511508,0.0,38.9932330311584,1190
27,2022/1/28,3.033333333333333,0.0,6.283333333333334,0.0,79.33333333333333,1.2078447287995624,0.0,1.639529065175594,0.0,39.77715704047012,1190
28,2022/1/29,2.8833333333333333,0.0,2.8166666666666664,0.0,77.33333333333333,1.0975983884017972,0.0,0.9529194905948536,0.0,38.857288748558986,1190
29,2022/1/30,2.4666666666666663,0.0,1.9333333333333331,0.0,75.66666666666667,1.2697331303160606,0.0,1.2552113589175156,0.0,38.05442009660492,1190
30,2022/1/31,2.0000000000000004,0.0,4.016666666666667,0.0,74.66666666666667,1.2622730819174326,0.0,1.1908213785264168,0.0,37.46850529296424,1190
31,2022/2/1,2.533333333333333,0.4166666666666667,7.033333333333332,0.0,69.33333333333333,1.2188336865854814,0.7312470322826768,0.8806563209081937,0.0,34.788248335066,1190
32,2022/2/2,2.783333333333333,0.0,6.383333333333333,0.0,67.0,1.1393224107141735,0.0,0.4844813951249545,0.0,33.69347117766289,1190
33,2022/2/3,3.2000000000000006,0.0,2.7833333333333337,0.0,65.66666666666667,0.957427107756338,0.0,1.9928343857152024,0.0,32.98695028172336,1190
34,2022/2/4,2.3833333333333333,0.0,6.933333333333334,0.0,66.0,1.1936172846529252,0.0,1.0796089827134432,0.0,33.1058907144937,1190
