Unnamed: 0,date,temp,prec,sun,snow,humi,temp_s,prec_s,sun_s,snow_s,humi_s,Broc
0,2022/1/1,-5.0125,0.75,7.9125,1.75,62.5,2.491704988557032,1.984313483298443,1.5235136198931731,1.964529205687714,32.42202183701689,1020
1,2022/1/2,-4.1875,0.6875,8.2125,2.25,69.5,1.815514734173204,1.3448396744593758,0.7007808145204891,2.0879116360612584,35.13100482479828,1020
2,2022/1/3,-0.3125,0.125,7.5125,0.5,74.0,1.7215091489736556,0.2165063509461096,1.806541931425894,0.6614378277661477,37.386494887860245,1020
3,2022/1/4,-1.0625,3.3125,3.8375,10.75,75.5,1.8452218701283596,6.046370295474798,2.369038570813063,10.942320366357402,38.91577443659576,1020
4,2022/1/5,-4.2125,0.125,6.862499999999999,0.25,68.25,2.4137302562631144,0.3307189138830738,3.5808300364580274,0.3307189138830738,35.35688582157654,1020
5,2022/1/6,-4.374999999999999,0.0,3.15,0.0,78.5,1.7541023345289748,0.0,2.5802131694881334,0.0,39.45804734144861,1020
6,2022/1/7,-3.1375,0.5,6.6875,2.5,72.5,1.9130718099433697,1.3228756555322954,3.135457502502625,2.947456530637899,36.608571400697954,1020
7,2022/1/8,-3.9500000000000006,0.0,8.837500000000002,0.0,69.5,1.945507645834372,0.0,0.3998046397929868,0.0,34.966948680146515,1020
8,2022/1/9,0.6875000000000001,0.0,6.887499999999999,0.25,68.5,1.971317769919401,0.0,1.266330821704976,0.3307189138830738,35.34738321290559,1020
9,2022/1/10,1.625,0.0,7.6,0.0,71.5,1.6292252760131116,0.0,1.2449899597988732,0.0,35.92613950871983,1020
10,2022/1/11,1.3875,10.1875,0.2375,3.5,85.5,1.5446985951958392,7.773904665610455,0.3838538133196021,3.897114317029974,42.76607884761005,1020
11,2022/1/12,-2.4625000000000004,0.875,5.8375,3.5,59.25,2.416576866147651,2.315032397181517,3.1878431187873724,4.630064794363034,30.72026000866529,1020
12,2022/1/13,-3.7625,4.875,2.525,14.75,80.25,1.8309406735336893,6.734936896512097,2.6399573860197063,12.082399389194183,40.383899947875264,1020
13,2022/1/14,-4.0,1.8125,4.875,3.5,72.5,2.0856653614614213,3.534981435594818,2.946926364875784,3.191786333700926,37.27180569814132,1020
14,2022/1/15,-4.0625,0.0,4.825,0.0,75.5,2.214688183469628,0.0,2.2089307368045743,0.0,38.10101704679286,1020
15,2022/1/16,-1.6875,0.0,6.9375,0.5,74.0,1.7323665172243428,0.0,1.6491948793274855,0.6614378277661477,37.30616571024152,1020
16,2022/1/17,-0.725,1.0625,2.25,4.5,81.75,1.5489916074659669,1.6286017775994228,1.991858428704209,4.02336923485777,41.543463685638926,1020
17,2022/1/18,-3.5500000000000003,1.25,4.775,4.75,64.5,2.2304708023195463,3.122498999199199,3.44011264350457,5.91475908216049,34.02113313809521,1020
18,2022/1/19,-4.812500000000001,0.0,7.975,0.0,64.0,2.369829898958995,0.0,1.019497425205184,0.0,32.52306873589883,1020
19,2022/1/20,-4.075000000000001,4.4375,3.1,14.25,76.0,2.242069356643545,7.195647555988272,2.198294793698061,11.1292126855407,38.82331773560833,1020
20,2022/1/21,-5.3500000000000005,0.9375,6.6625000000000005,1.5,69.5,2.782534815595305,2.4803918541230536,3.737290964054044,1.984313483298443,35.762235668369506,1020
21,2022/1/22,-5.562500000000001,0.0,8.9875,0.0,68.75,2.2191988982513493,0.0,0.8417801078666567,0.0,34.84586596714164,1020
22,2022/1/23,-3.6125,2.125,1.6999999999999995,1.0,77.75,1.2128865363256365,4.083120742765269,1.224744871391589,1.3228756555322954,39.05584943385561,1020
23,2022/1/24,-0.6124999999999998,0.0,4.874999999999999,0.0,72.25,2.026349858736146,0.0,2.7462474396892933,0.0,36.70639419774162,1020
24,2022/1/25,-1.0875,0.0,5.725,0.0,71.0,1.7814583211515225,0.0,3.086158615495969,0.0,35.86084215408221,1020
25,2022/1/26,1.0,0.0,6.1625,0.0,75.0,1.6492422502470645,0.0,1.432600345525576,0.0,37.70278504301771,1020
26,2022/1/27,-1.2500000000000002,0.125,6.062499999999999,1.5,73.75,2.1517434791350016,0.3307189138830738,2.859605523494456,1.984313483298443,37.16664331090447,1020
27,2022/1/28,-2.3125,0.1875,7.7875,1.25,72.25,2.2217321508228665,0.4960783708246107,3.066527963348777,1.3169567191065925,36.72341725656805,1020
28,2022/1/29,-1.8375,0.25,6.887500000000001,1.0,70.0,2.274278731818068,0.6614378277661477,1.8850978091335209,1.0,35.668613654023616,1020
29,2022/1/30,-2.7875,0.5,3.437500000000001,4.5,72.75,2.4245811493946747,1.3228756555322954,2.427929931031783,4.9180788932265,36.79652667032583,1020
30,2022/1/31,-2.9625,0.3125,7.4375,2.0,59.0,2.509948953664197,0.8267972847076845,1.9640121562760249,2.29128784747792,29.8496231131986,1020
31,2022/2/1,-2.1875,1.125,7.1,4.5,63.75,2.148509657879154,1.815729880791744,1.5992185591719477,3.929058411375428,32.3629321137625,1020
32,2022/2/2,-1.0,1.4375,6.2375,5.0,68.0,2.102974084481309,2.930843521923338,3.0041377714745376,5.0,35.21718330588067,1020
33,2022/2/3,-0.5375,0.125,6.5375000000000005,1.25,64.0,1.7406446363344816,0.3307189138830738,2.914591523695902,1.653594569415369,32.77575323314477,1020
34,2022/2/4,-1.7374999999999998,0.125,7.125,0.5,65.5,1.9358057108088091,0.3307189138830738,2.241511766643218,0.6614378277661477,33.55126674210677,1020
35,2022/2/5,-3.6875,3.0625,2.3375,9.75,77.5,2.014595182660775,6.644723000246136,1.999335827218629,9.688104819829316,39.20698279643564,1020
