Unnamed: 0,date,temp,prec,sun,snow,humi,temp_s,prec_s,sun_s,snow_s,humi_s,Broc
0,2022/1/1,2.7124999999999995,0.0,9.1125,0.0,67.0,1.330824462504353,0.0,0.3443744328488977,0.0,33.88214869219483,1080
1,2022/1/2,4.1875,0.0,5.925000000000001,0.0,73.75,1.4269175694482146,0.0,0.8627716963368698,0.0,37.28417056875478,1080
2,2022/1/3,5.324999999999999,0.0,8.775,0.0,70.5,1.5618498647437276,0.0,0.2106537443294089,0.0,35.55189868347399,1080
3,2022/1/4,5.625,0.0,6.9,0.0,64.5,1.7956544767855531,0.0,2.0371548787463363,0.0,32.99526481178777,1080
4,2022/1/5,4.575,0.5625,0.125,0.0,80.0,1.3093414375173498,0.4635124054434789,0.1089724735885168,0.0,40.25853946680133,1080
5,2022/1/6,6.2,3.625,4.175000000000001,0.0,89.0,1.2884098726725126,0.9921567416492216,1.841025529426466,0.0,44.8998886412873,1080
6,2022/1/7,4.4375,0.0,8.625,0.0,80.75,1.4212120707339917,0.0,0.5868347297152753,0.0,40.73063190032779,1080
7,2022/1/8,4.4375,0.0,8.987499999999999,0.0,79.25,1.3341078479643238,0.0,0.4484347778663026,0.0,39.76788119827357,1080
8,2022/1/9,5.949999999999999,0.0,5.4375,0.0,77.0,1.357387196049823,0.0,0.4240798863421842,0.0,38.720149793098685,1080
9,2022/1/10,5.6625000000000005,0.0,9.125,0.0,77.75,1.2687961814255275,0.0,0.6590713163232033,0.0,39.011016072386525,1080
10,2022/1/11,4.9,3.6875,1.3000000000000005,0.0,73.75,1.2379418403139943,2.1350863565673404,0.8215838362577492,0.0,37.20026041575515,1080
11,2022/1/12,3.1125,0.0,7.35,0.0,55.0,1.062352930997981,0.0,1.606237840420901,0.0,27.906092524751653,1080
12,2022/1/13,2.9625,1.25,1.925,0.0,68.5,0.9577806377245262,1.118033988749895,1.0638961415476609,0.0,34.95264653785175,1080
13,2022/1/14,2.6875,0.0,7.875,0.0,60.75,1.0005467255455889,0.0,1.4922717580923388,0.0,31.056148747067787,1080
14,2022/1/15,2.55,0.0,3.5125,0.0,71.5,0.8455767262643882,0.0,0.9688104819829316,0.0,35.94005425705421,1080
15,2022/1/16,5.525,0.0,2.4875000000000003,0.0,77.25,1.5911866640969563,0.0,1.5259730502207436,0.0,39.21714389141565,1080
16,2022/1/17,5.7875000000000005,0.0,7.5375,0.0,59.5,0.9584329658353784,0.0,0.482020487116471,0.0,30.185882461839675,1080
17,2022/1/18,4.187500000000001,0.0,7.012499999999999,0.0,60.5,0.7753023603730355,0.0,1.1612896925401517,0.0,30.34283276162593,1080
18,2022/1/19,2.0625,0.0,9.4125,0.0,66.5,1.5288373850740309,0.0,0.4935521755599911,0.0,33.633130987167995,1080
19,2022/1/20,4.3,0.125,2.8000000000000003,0.0,64.75,1.274754878398196,0.2165063509461096,1.1968709203585823,0.0,32.699149453770204,1080
20,2022/1/21,3.5250000000000004,0.0,3.1625,0.0,68.0,1.682074611900435,0.0,1.9208966005488168,0.0,34.31471987354698,1080
21,2022/1/22,4.449999999999999,0.0625,3.3999999999999995,0.0,77.25,1.1884864324004711,0.1653594569415369,1.9,0.0,39.03504034838443,1080
22,2022/1/23,6.5375000000000005,34.0,0.0,0.0,98.25,0.6101997623729464,5.755432216610669,0.0,0.0,49.14121869673156,1080
23,2022/1/24,7.225,0.75,1.2375,0.0,80.5,0.8898735865278841,0.9354143466934852,1.6672863431336564,0.0,40.5855577761351,1080
24,2022/1/25,5.449999999999999,0.0,6.537500000000001,0.0,77.0,1.1672617529928755,0.0,1.6022932783981838,0.0,38.98717737923585,1080
25,2022/1/26,6.65,0.0,7.5125,0.0,75.25,0.8645808232895292,0.0,0.9453008780277312,0.0,37.67272720417252,1080
26,2022/1/27,5.7125,0.0,4.05,0.0,75.0,1.1439378261076951,0.0,1.3720422734012243,0.0,37.90448522272793,1080
27,2022/1/28,5.675000000000001,0.0,7.4625,0.0,72.75,1.107643895843786,0.0,0.6836254456937657,0.0,36.56821536525948,1080
28,2022/1/29,5.15,0.0,2.025,0.0,67.5,1.0440306508910548,0.0,0.49180788932265,0.0,33.995404101142846,1080
29,2022/1/30,5.4125,0.0,2.8,0.0,67.0,1.097084203696325,0.0,1.168332144554792,0.0,33.88952640566109,1080
30,2022/1/31,5.0125,0.0,8.2125,0.0,65.75,1.1483003744665417,0.0,0.7304750166843491,0.0,33.26198092417227,1080
31,2022/2/1,4.4625,0.0,3.6,0.0,64.25,1.2009761654587487,0.0,1.94164878389476,0.0,32.47859872285133,1080
32,2022/2/2,4.1375,0.0,5.112500000000001,0.0,63.25,1.2216152217453742,0.0,1.5422690264671723,0.0,32.12840448886312,1080
33,2022/2/3,5.3125,0.0,3.3625,0.0,62.75,0.7218682358990455,0.0,0.9259285879591364,0.0,31.54733546593119,1080
34,2022/2/4,4.137499999999999,0.0,8.0625,0.0,59.5,0.9771610665596536,0.0,1.2307898886487492,0.0,30.01145614594533,1080
35,2022/2/5,2.9625,0.0,6.5875,0.0,51.75,0.8788308995478027,0.0,2.26408784061043,0.0,26.040533308670927,1080
36,2022/2/6,2.55,0.0,7.649999999999999,0.0,49.0,0.8746427842267952,0.0,2.28910462845192,0.0,24.58149710656371,1080
37,2022/2/7,3.9875,0.0,2.375,0.0,64.25,1.106161719641391,0.0,0.7411983540186796,0.0,32.2933332903248,1080
38,2022/2/8,4.3375,0.25,0.1,0.0,84.75,1.0582267006648436,0.5,0.1414213562373095,0.0,42.804606936637086,1080
