Unnamed: 0.1,Unnamed: 0,date,temp,prec,sun,snow,humi,temp_s,prec_s,sun_s,snow_s,humi_s,Broc
36,36,2022/2/6,1.6999999999999995,0.6875,3.6375,0.0,74.0,1.0908712114635717,1.4776988021921111,1.7747799159332402,0.0,36.615399765672365,1550
37,37,2022/2/7,2.8875,0.0,8.35,0.0,66.33333333333333,1.010491835691907,0.0,0.9354143466934854,0.0,32.18088524264054,1550
38,38,2022/2/8,5.487500000000001,0.0,4.125,0.0,62.66666666666666,0.70611171212493,0.0,0.9161741100904348,0.0,30.40970239906994,1550
39,39,2022/2/9,5.750000000000001,0.0,8.625,0.0,60.66666666666666,0.9513148795220224,0.0,0.5973901572674262,0.0,29.37579786150497,1550
40,40,2022/2/10,4.237500000000001,14.6875,0.125,0.0,92.66666666666669,0.5935855035291883,4.999609359740019,0.3307189138830738,0.0,44.8880552040295,1550
41,41,2022/2/11,5.525,0.0,10.2125,0.0,63.0,1.1366067921669305,0.0,0.092702481088696,0.0,30.61428383941065,1550
42,42,2022/2/12,5.1000000000000005,0.0,9.1625,0.0,66.0,1.1,0.0,0.3038811445285804,0.0,31.98730216820418,1550
43,43,2022/2/13,4.1625,10.3125,0.4875,0.0,86.33333333333333,0.5383713866839508,2.691856933419753,0.2847696437473629,0.0,41.82086052438424,1550
44,44,2022/2/14,5.9375,0.25,1.475,0.0,83.0,0.2825663638864328,0.3535533905932738,1.9879323429131084,0.0,40.33124564156183,1550
45,45,2022/2/15,7.462499999999999,0.0,5.3625,0.0,74.33333333333333,0.8107673834090763,0.0,1.6046319671501,0.0,36.02234549553929,1550
46,46,2022/2/16,4.3,0.0625,6.675000000000001,0.0,59.333333333333336,0.6422616289332566,0.1653594569415369,1.8437394067492288,0.0,28.82164984868146,1550
47,47,2022/2/17,1.05,0.25,6.424999999999999,0.0,67.0,0.9962429422585638,0.6614378277661477,1.7526765246331109,0.0,32.92961243318846,1550
48,48,2022/2/18,3.4,0.0,10.0125,0.0,69.0,0.931396800509858,0.0,0.5666513478321571,0.0,33.408223164364784,1550
49,49,2022/2/19,4.8875,7.25,2.875,0.0,83.0,0.7043392293490404,2.19374109684803,0.3733296130767018,0.0,40.185312926490944,1550
50,50,2022/2/20,5.2250000000000005,3.0,7.7875,0.0,76.33333333333333,0.615934249737746,1.479019945774904,1.2504374234642852,0.0,36.98289300473937,1550
51,51,2022/2/21,2.0,0.0,5.8625,0.0,67.0,0.6538348415311012,0.0,2.4397425581401,0.0,32.50937364822644,1550
52,52,2022/2/22,2.675,0.3125,4.55,0.0,71.0,1.0848386976873563,0.4284784125250652,2.10178495569837,0.0,34.8530396809231,1550
53,53,2022/2/23,2.8375000000000004,0.0,6.9625,0.0,65.0,0.5452923527796809,0.0,1.5337352281277232,0.0,31.4838748409404,1550
54,54,2022/2/24,2.975,0.0,10.1,0.0,57.66666666666666,0.7595228765481656,0.0,0.6,0.0,27.94609767033673,1550
55,55,2022/2/25,4.5625,0.0,10.2,0.0,60.0,0.8214887400323877,0.0,0.7921489758877431,0.0,29.154759474226505,1550
56,56,2022/2/26,6.425000000000001,0.0,10.65,0.0,61.333333333333336,0.994673313203888,0.0,0.1414213562373097,0.0,29.73213749463701,1550
57,57,2022/2/27,6.575,0.0,6.3,0.0,59.0,0.8627716963368699,0.0,1.514925740754312,0.0,28.78991794014009,1550
58,58,2022/2/28,8.325000000000001,0.0,10.525,0.0,57.0,0.9614442261514704,0.0,0.272717802865893,0.0,27.689968851553445,1550
59,59,2022/3/1,6.05,3.5625,1.1625,0.0,82.66666666666667,0.7035623639735145,0.8454843286542927,0.6382348705609872,0.0,40.05308976845607,1550
60,60,2022/3/2,8.95,0.0,8.2625,0.0,76.33333333333333,0.9151502608861564,0.0,1.2717483045005409,0.0,37.036932580871216,1550
61,61,2022/3/3,8.149999999999999,0.0,8.7125,0.0,59.0,0.9055385138137416,0.0,1.4225307553792994,0.0,28.580751827060112,1550
62,62,2022/3/4,7.325,0.0,7.300000000000001,0.0,53.0,0.7949056547792321,0.0,0.8108637370113426,0.0,25.6925937771958,1550
63,63,2022/3/5,8.525,0.0,8.8375,0.0,60.333333333333336,0.6905613658466566,0.0,1.217515400313277,0.0,29.406366232501423,1550
64,64,2022/3/6,5.1125,0.0625,8.5,0.0,58.333333333333336,0.6734936896512098,0.1653594569415369,1.7262676501632068,0.0,28.286204676484967,1550
65,65,2022/3/7,5.4875,0.0,7.7875,0.0,58.66666666666666,0.7025622748198199,0.0,0.6679025003696275,0.0,28.442925306655784,1550
66,66,2022/3/8,6.3500000000000005,0.0,11.025,0.0,57.333333333333336,0.8077747210701757,0.0,0.0829156197588847,0.0,27.83433131943356,1550
67,67,2022/3/9,6.5625,0.0,2.0875,0.0,60.66666666666666,1.0711413305442004,0.0,0.8866192813152667,0.0,29.38005275693017,1550
68,68,2022/3/10,8.225000000000001,0.0,10.7,0.0,59.333333333333336,0.813557004763649,0.0,0.5,0.0,28.85632512985672,1550
69,69,2022/3/11,9.925,0.0,9.4625,0.0,66.0,0.6456585785072481,0.0,0.785712256490886,0.0,32.23643125409511,1550
70,70,2022/3/12,13.1875,0.0,10.312500000000002,0.0,70.66666666666667,1.108419482867385,0.0,0.5666513478321568,0.0,34.72751070837067,1550
71,71,2022/3/13,14.7625,0.0,6.537499999999999,0.0,73.66666666666667,0.342554740151118,0.0,1.7116786351415385,0.0,36.224775706690025,1550
72,72,2022/3/14,16.325,7.25,9.5875,0.0,81.33333333333333,0.3631459761583483,1.25,1.0993606096272506,0.0,39.493670378935406,1550
73,73,2022/3/15,14.6125,0.0,8.0875,0.0,69.33333333333333,0.6808771915698164,0.0,0.4136348026943575,0.0,33.61919094802848,1550
74,74,2022/3/16,13.3,0.0,10.925,0.0,58.66666666666666,0.5454356057317857,0.0,0.1920286436967152,0.0,28.81405906844782,1550
75,75,2022/3/17,13.525,0.0,7.3375,0.0,53.0,0.7660776723022282,0.0,1.5418637261444346,0.0,25.95398572473985,1550
76,76,2022/3/18,11.55,33.875,0.0,0.0,89.66666666666667,0.7664854858377943,9.768412102281516,0.0,0.0,43.4509421646988,1550
77,77,2022/3/19,10.75,1.4375,6.6375,0.0,75.33333333333333,0.4873397172404484,0.3903123748998999,1.245930876894862,0.0,36.50256840278503,1550
78,78,2022/3/20,9.1375,0.0,10.4125,0.0,58.0,0.5048205126577171,0.0,0.4456385867493972,0.0,28.083580612165537,1550
79,79,2022/3/21,9.8625,0.0,7.875,0.0,54.333333333333336,0.4498263553861646,0.0,0.7395099728874522,0.0,26.32459638816899,1550
80,80,2022/3/22,6.8625,13.6875,0.5999999999999999,0.0,87.66666666666667,0.5475799028452377,2.760632853169722,0.6244997998398398,0.0,42.51892960788171,1550
81,81,2022/3/23,7.325,0.625,3.65,0.0,72.33333333333333,0.6514407110397691,0.414578098794425,1.3610657588816195,0.0,35.08004240305305,1550
82,82,2022/3/24,10.375,0.0,11.2625,0.0,64.33333333333333,0.3526683994916472,0.0,0.3998046397929867,0.0,31.162627857740112,1550
83,83,2022/3/25,11.7375,0.0,9.4,0.0,64.66666666666667,0.7122806679954187,0.0,0.239791576165636,0.0,31.339870771909705,1550
84,84,2022/3/26,15.1125,31.5,0.0,0.0,88.33333333333333,0.7131575912797955,9.874208829065749,0.0,0.0,42.8148265791186,1550
85,85,2022/3/27,15.0,0.625,10.375,0.0,67.0,0.5291502622129185,0.4841229182759271,0.6609652033201142,0.0,32.49783646644804,1550
86,86,2022/3/28,11.925,0.0,5.225,0.0,54.333333333333336,0.4493050188902859,0.0,0.7758060324591451,0.0,26.35307145286864,1550
87,87,2022/3/29,11.925,0.0,0.0,0.0,72.0,0.2537222891273055,0.0,0.0,0.0,34.9463875100131,1550
88,88,2022/3/30,15.2125,0.0625,9.25,0.0,82.0,0.2803457686500723,0.1653594569415369,1.1291589790636216,0.0,40.158280590682665,1550
89,89,2022/3/31,14.4125,0.0,0.5249999999999999,0.0,84.0,0.5230618988226918,0.0,0.4841229182759272,0.0,40.923709509280805,1550
90,90,2022/4/1,10.1,0.8125,7.5625,0.0,46.66666666666666,0.4153311931459038,0.8637671850678283,0.6688376110835873,0.0,22.737634001804143,1550
91,91,2022/4/2,9.075,1.75,4.0375000000000005,0.0,64.0,0.4575751304430778,1.9039432764659767,1.6454007870424765,0.0,30.995967479657736,1550
92,92,2022/4/3,9.8,6.9375,0.0,0.0,92.66666666666669,0.5000000000000001,3.5745410544572014,0.0,0.0,44.90197657119339,1550
93,93,2022/4/4,13.124999999999998,0.5,7.887499999999999,0.0,73.66666666666667,0.4293891009329417,0.75,2.462944122386864,0.0,35.9163524734904,1550
94,94,2022/4/5,13.2375,0.0,11.175,0.0,65.33333333333333,0.7967708265241642,0.0,0.1984313483298442,0.0,31.697791721190924,1550
95,95,2022/4/6,14.875,0.0,9.775000000000002,0.0,70.33333333333333,0.5825590098865523,0.0,0.59947894041409,0.0,34.63357294591478,1550
96,96,2022/4/7,14.75,0.0,10.3875,0.0,70.66666666666667,0.6819090848492929,0.0,0.7235977819203152,0.0,34.813790371058424,1550
97,97,2022/4/8,15.4,0.0,11.937499999999998,0.0,51.66666666666666,0.3872983346207417,0.0,0.1932453104217536,0.0,25.164148604711425,1550
98,98,2022/4/9,15.549999999999995,0.0,11.7,0.0,64.0,0.5545268253204706,0.0,0.2549509756796396,0.0,31.228992939254383,1550
99,99,2022/4/10,17.45,0.0,11.9625,0.0,68.33333333333333,0.4949747468305833,0.0,0.2446298223847612,0.0,33.74513853875844,1550
100,100,2022/4/11,17.8375,0.0,7.6875,0.0,74.66666666666667,0.6382348705609873,0.0,1.2839757591169705,0.0,36.45545226711637,1550
101,101,2022/4/12,19.025,0.0,12.025,0.0,80.33333333333333,0.5356071321407134,0.0,0.2487468592766548,0.0,39.276066185401,1550
102,102,2022/4/13,20.7,0.0,9.1,0.0,84.33333333333333,0.489897948556636,0.0,0.8558621384311844,0.0,41.21267250494682,1550
103,103,2022/4/14,19.2125,9.0625,0.425,0.0,88.0,0.8237680195297702,4.739709247411701,0.2165063509461096,0.0,42.708313008125245,1550
104,104,2022/4/15,16.775000000000002,7.5625,0.075,0.0,94.33333333333331,0.2277608394786075,3.884564808315083,0.1391941090707505,0.0,45.716346912236986,1550
105,105,2022/4/16,14.8,0.125,9.9875,0.0,63.66666666666666,0.4301162633521313,0.2165063509461096,1.8502955844945423,0.0,31.36254732957768,1550
106,106,2022/4/17,12.3625,4.9375,0.0125,0.0,90.66666666666669,0.4662014049742878,2.199964488349756,0.0330718913883073,0.0,43.95167801119771,1550
107,107,2022/4/18,13.6875,24.3125,0.0,0.0,98.66666666666669,0.5464373248598599,8.909045613869086,0.0,0.0,47.77290026782967,1550
108,108,2022/4/19,15.35,0.0,11.5,0.0,66.33333333333333,0.7399324293474374,0.0,1.0344080432788605,0.0,32.18088524264054,1550
109,109,2022/4/20,15.8625,0.0,11.25,0.0,82.33333333333333,0.5048205126577169,0.0,1.7182840277439584,0.0,40.31264534857518,1550
110,110,2022/4/21,15.8375,31.875,0.6124999999999999,0.0,89.66666666666667,0.5121950312136969,8.373134120507087,0.2712816801776338,0.0,43.59741248055898,1550
111,111,2022/4/22,18.725,5.4375,10.025,0.0,84.66666666666667,0.3631459761583485,4.914503408280434,1.573809073553714,0.0,41.23636138167382,1550
112,112,2022/4/23,19.0,0.0,7.725,0.0,77.0,0.6614378277661477,0.0,1.3745453793891274,0.0,37.39798624257729,1550
113,113,2022/4/24,16.7875,9.75,0.0,0.0,97.0,0.6233728819895842,2.4748737341529163,0.0,0.0,46.9785522871874,1550
114,114,2022/4/25,19.9375,0.0,11.375000000000002,0.0,88.0,0.2912795049432764,0.0,0.9443913383762051,0.0,42.746344872983,1550
115,115,2022/4/26,20.4125,13.25,0.0,0.0,96.33333333333331,0.4833153732295304,6.067330549755798,0.0,0.0,46.67021935881596,1550
116,116,2022/4/27,20.575,17.25,0.2499999999999999,0.0,89.33333333333333,0.4023369234857769,8.150920193450553,0.291547594742265,0.0,43.37049688440288,1550
117,117,2022/4/28,17.537499999999998,0.0,4.499999999999999,0.0,79.66666666666667,0.7364399160827722,0.0,1.8350749303502565,0.0,38.634303086764746,1550
118,118,2022/4/29,15.425,21.6875,0.0,0.0,86.66666666666667,0.5141740950300786,8.219403491129999,0.0,0.0,42.05948168962618,1550
119,119,2022/4/30,14.687499999999998,0.0,6.0875,0.0,69.66666666666667,0.3655047879303363,0.0,2.991837854897889,0.0,33.94273670463241,1550
120,120,2022/5/1,14.25,8.8125,0.0,0.0,84.66666666666667,0.5499999999999997,4.415438115295015,0.0,0.0,41.0814739268201,1550
121,121,2022/5/2,14.1875,0.0,9.925,0.0,58.0,0.5599944196150527,0.0,0.4683748498798797,0.0,28.110273922535868,1550
122,122,2022/5/3,14.3,0.0,12.5375,0.0,57.66666666666666,0.4795831523312721,0.0,0.2869560070812249,0.0,27.91924739315156,1550
123,123,2022/5/4,16.0,0.0,11.787499999999998,0.0,68.0,0.5000000000000001,0.0,0.2146945504664708,0.0,33.555923471125034,1550
124,124,2022/5/5,18.0125,0.0,11.4125,0.0,73.33333333333333,0.4226035376094241,0.0,0.257087047515039,0.0,36.31803959466976,1550
125,125,2022/5/6,18.1125,0.0,1.4249999999999998,0.0,80.33333333333333,0.6603739470936141,0.0,1.5022899187573615,0.0,39.16770831948176,1550
126,126,2022/5/7,19.9,0.0,10.125,0.0,81.0,0.4092676385936228,0.0,1.3525438994723982,0.0,39.63564525777271,1550
127,127,2022/5/8,18.2875,0.0,11.45,0.0,58.0,0.3099899191909315,0.0,0.3840572873934307,0.0,28.26990449223344,1550
128,128,2022/5/9,14.625,10.4375,0.0375,0.0,87.0,0.7137051211810103,5.341099488869309,0.0695970545353752,0.0,42.30820694617062,1550
129,129,2022/5/10,16.337500000000002,0.375,7.775,0.0,82.66666666666667,0.377284706819664,0.414578098794425,1.1562331079847177,0.0,40.17461885320133,1550
130,130,2022/5/11,18.35,0.0,6.775,0.0,76.33333333333333,0.4183300132670378,0.0,1.0940178243520533,0.0,37.121211927953,1550
131,131,2022/5/12,17.9625,14.125,0.075,0.0,93.66666666666669,0.4871793817476264,4.702060718451007,0.1299038105676657,0.0,45.44622509075974,1550
132,132,2022/5/13,19.6875,35.6875,0.0,0.0,99.33333333333331,0.3333072906493345,7.603196285115885,0.0,0.0,48.09040964683084,1550
133,133,2022/5/14,20.0375,22.5,5.7375,0.0,80.33333333333333,0.3351771919447976,9.151502608861565,0.545292352779681,0.0,38.96933890894225,1550
134,134,2022/5/15,16.425,0.0,1.675,0.0,62.0,0.6299801584177078,0.0,1.2386989141837494,0.0,30.10294836058421,1550
135,135,2022/5/16,16.224999999999998,0.0,0.3125,0.0,83.0,0.4918078893226499,0.0,0.2521780125229002,0.0,40.54453569841441,1550
136,136,2022/5/17,16.0,0.0,0.0125,0.0,89.33333333333333,0.4949747468305831,0.0,0.0330718913883073,0.0,43.49712634186309,1550
137,137,2022/5/18,18.2375,0.0,12.0875,0.0,79.0,0.5097487126025922,0.0,0.3443744328488979,0.0,38.92922263544445,1550
138,138,2022/5/19,19.575,0.0,9.4875,0.0,77.0,0.3960744879438718,0.0,0.4884605920644979,0.0,37.9388900074844,1550
139,139,2022/5/20,19.625,0.0,0.7250000000000001,0.0,78.66666666666667,0.4380353866983804,0.0,0.2046338192968112,0.0,38.63935817272331,1550
140,140,2022/5/21,17.7,3.25,0.0,0.0,92.0,0.5385164807134505,2.57390753524675,0.0,0.0,44.685008671812966,1550
141,141,2022/5/22,20.6125,0.9375,11.3125,0.0,79.66666666666667,0.4013648589500583,1.2103072956898178,0.3655047879303362,0.0,38.95971477051648,1550
142,142,2022/5/23,21.35,1.125,11.7125,0.0,69.66666666666667,0.3807886552931961,0.8569568250501305,0.4935521755599906,0.0,33.93537055934412,1550
143,143,2022/5/24,21.0,0.0,10.975,0.0,83.0,0.5220153254455275,0.0,2.0023423783159564,0.0,40.55686594153942,1550
144,144,2022/5/25,21.4125,0.0,12.425,0.0,80.66666666666667,0.6213644260818284,0.0,0.3960744879438717,0.0,39.410499869958514,1550
145,145,2022/5/26,19.275,61.0,0.1375,0.0,94.0,0.7327175444876416,34.42564451103276,0.2496873044429772,0.0,45.60633179724061,1550
146,146,2022/5/27,22.3375,54.1875,9.2625,0.0,76.33333333333333,0.3079671248688734,14.07110847623598,0.504820512657717,0.0,37.22881108765092,1550
147,147,2022/5/28,21.875,0.0,11.5875,0.0,59.66666666666666,0.5847007781763249,0.0,0.8880280119455691,0.0,28.90474658252516,1550
148,148,2022/5/29,23.425,0.0,12.9,0.0,62.0,0.6514407110397691,0.0,0.1870828693386973,0.0,30.34283276162593,1550
149,149,2022/5/30,22.125,13.1875,9.075,0.0,79.0,0.4465142774872933,7.193475776702108,0.791754381105656,0.0,38.89709982762211,1550
150,150,2022/5/31,20.05,5.5,5.05,0.0,82.0,0.2179449471770336,1.6583123951777,0.4873397172404483,0.0,39.738992186516256,1550
151,151,2022/6/1,19.775,0.0,5.025,0.0,71.66666666666667,0.7171994143890527,0.0,0.5165994579942956,0.0,34.71108432475137,1550
152,152,2022/6/2,21.6375,0.0,12.9875,0.0,78.33333333333333,0.7192661190407906,0.0,0.5946374946133148,0.0,38.190108339725874,1550
153,153,2022/6/3,23.0875,0.0,13.05,0.0,71.33333333333333,0.3333072906493347,0.0,0.4062019202317981,0.0,34.89537935028075,1550
154,154,2022/6/4,21.2125,0.0,10.875,0.0,70.66666666666667,0.7880950133074058,0.0,1.4350522638566168,0.0,34.40930106817051,1550
155,155,2022/6/5,21.762500000000003,3.625,4.575,0.0,87.0,0.463512405443479,2.689679348918752,0.8422440263961509,0.0,42.46450723839852,1550
156,156,2022/6/6,19.2125,34.625,0.0375,0.0,92.66666666666669,0.3585997071945269,17.481686846525996,0.0992156741649221,0.0,44.92980636504012,1550
157,157,2022/6/7,20.2875,0.1875,13.2875,0.0,73.66666666666667,0.2521780125229002,0.3479852726768763,0.566651347832157,0.0,35.7419134210803,1550
158,158,2022/6/8,19.975,0.0,13.0375,0.0,76.0,0.5285593627966491,0.0,0.4442338910979215,0.0,37.06076092041285,1550
159,159,2022/6/9,21.225,0.125,10.8875,0.0,85.33333333333333,0.489259644769523,0.3307189138830738,1.7989146033094514,0.0,41.7492514902962,1550
160,160,2022/6/10,22.5875,0.1875,9.575,0.0,83.33333333333333,0.3059309562630109,0.4960783708246107,1.6505680840244064,0.0,40.720848468567056,1550
161,161,2022/6/11,21.2125,3.125,0.0,0.0,91.0,0.3655047879303367,2.858649156507318,0.0,0.0,44.17702315684026,1550
162,162,2022/6/12,22.5375,0.375,12.1,0.0,74.66666666666667,0.2955397604384217,0.3307189138830738,0.3741657386773944,0.0,36.29393888791901,1550
163,163,2022/6/13,21.325,0.875,6.0875,0.0,75.0,0.3455068740271321,1.1110243021644486,0.5182603110406971,0.0,36.50492261325861,1550
164,164,2022/6/14,18.15,17.875,0.0,0.0,86.31372549019608,0.4636809247747847,11.02199505534275,0.0,0.0,41.86310642953764,1550
165,165,2022/6/15,18.775,3.25,0.0,0.0,87.62745098039215,0.4465142774872939,1.6770509831248424,0.0,0.0,42.614256527939865,1550
166,166,2022/6/16,21.525,0.0,0.8,0.0,85.6078431372549,0.3230711995830023,0.0,0.406201920231798,0.0,41.57577138714309,1550
167,167,2022/6/17,23.575,0.0,4.375,0.0,82.25490196078431,0.5448623679425839,0.0,0.6417748826496719,0.0,40.00116712722008,1550
168,168,2022/6/18,21.8375,7.5,0.0,0.0,88.90196078431372,0.4270172713134678,4.656984002549289,0.0,0.0,43.40836458468523,1550
169,169,2022/6/19,23.625,0.0,9.025,0.0,81.88235294117646,0.7917543811056555,0.0,0.6740734381356381,0.0,39.88682084985779,1550
170,170,2022/6/20,24.625,0.0,4.8125,0.0,81.52941176470588,0.8027297179001158,0.0,0.7457169369137328,0.0,39.69804661245048,1550
171,171,2022/6/21,22.787500000000005,34.0625,0.0,0.0,88.84313725490195,0.3822221212855162,12.003742905860657,0.0,0.0,43.53710124352081,1550
172,172,2022/6/22,23.8125,5.5,0.8625,0.0,88.49019607843138,0.3257203555198851,4.394598957811737,0.9068317098558036,0.0,43.41609293643374,1550
173,173,2022/6/23,25.3375,0.125,6.8875,0.0,81.47058823529412,0.4846067993745026,0.2165063509461096,1.987106879360041,0.0,39.720116593449625,1550
174,174,2022/6/24,26.58750000000001,0.25,6.4750000000000005,0.0,80.45098039215686,0.794414092271783,0.5,2.610914590713377,0.0,39.25737359936876,1550
175,175,2022/6/25,27.2125,0.6875,8.3125,0.0,77.76470588235294,0.6091746465505602,1.4776988021921111,1.2118554988116366,0.0,37.90845317075478,1550
176,176,2022/6/26,25.55,3.9375,6.75,0.0,79.41176470588236,0.7141428428542854,2.542605700850999,0.6519202405202646,0.0,38.82902980198349,1550
177,177,2022/6/27,28.0125,0.0,11.1125,0.0,74.72549019607844,0.7736884062721888,0.0,0.8115378919064716,0.0,36.516763196882096,1550
178,178,2022/6/28,28.4,0.0,12.8125,0.0,73.70588235294117,1.0630145812734644,0.0,0.4044672421840858,0.0,36.084824584739486,1550
179,179,2022/6/29,28.2875,0.0,13.6625,0.0,72.01960784313725,1.2014964627496825,0.0,0.1218349293101121,0.0,35.196721466489166,1550
180,180,2022/6/30,29.925,0.0,13.65,0.0,66.0,0.96663074645906,0.0,0.1802775637731994,0.0,32.104322138927024,1550
181,181,2022/7/1,29.0625,0.0,13.3375,0.0,73.33333333333333,1.2134017265522574,0.0,0.2175861898191151,0.0,35.78407467016578,1550
182,182,2022/7/2,27.9625,0.0,12.3,0.0,80.0,0.6632071697441152,0.0,0.5454356057317855,0.0,38.94547470502831,1550
183,183,2022/7/3,25.425000000000004,18.5625,0.025,0.0,94.66666666666669,0.6219927652312366,9.847072851868214,0.0661437827766147,0.0,45.83666654546336,1550
184,184,2022/7/4,24.55,4.5625,0.0125,0.0,98.0,0.3240370349203929,0.8816709987291178,0.0330718913883073,0.0,47.44668060043821,1550
185,185,2022/7/5,24.675,33.875,0.4875,0.0,95.33333333333331,0.4683748498798802,19.465915724671163,0.5487201016911991,0.0,46.17832283658643,1550
186,186,2022/7/6,26.525,14.375,6.85,0.0,86.33333333333333,0.9483538369195328,14.546799476173444,1.484082207965583,0.0,41.82384935655732,1550
