Unnamed: 0,date,temp,prec,sun,snow,humi,temp_s,prec_s,sun_s,snow_s,humi_s,Broc
0,2022/1/1,1.9125,0.0,9.3,0.0,48.0,1.3504050318330425,0.0,0.187082869338697,0.0,24.57132475061123,1100
1,2022/1/2,4.1,0.0,8.3,0.0,54.0,1.3190905958272918,0.0,1.4,0.0,27.7173231030704,1100
2,2022/1/3,5.3125,0.0,9.0875,0.0,63.5,1.5838540810314563,0.0,0.1832859787326897,0.0,32.104322138927024,1100
3,2022/1/4,6.1625000000000005,0.0,8.4125,0.0,52.25,1.5032776689620582,0.0,1.2333262950249624,0.0,27.195760239419677,1100
4,2022/1/5,4.199999999999999,0.0,9.1375,0.0,49.25,1.1651180197731044,0.0,0.2781074432660874,0.0,25.53398470666104,1100
5,2022/1/6,2.6875,3.5,0.0125,0.0,81.5,1.4347800354061246,1.0,0.0330718913883073,0.0,40.88933234964836,1100
6,2022/1/7,3.6875,0.0,9.1625,0.0,70.75,1.4512386950464078,0.0,0.4897384506039935,0.0,36.5032104752445,1100
7,2022/1/8,4.85,0.0,5.5875,0.0,70.5,1.2278029157808674,0.0,1.1428445869845996,0.0,36.00260407248342,1100
8,2022/1/9,7.0125,0.0,8.3375,0.0,59.0,1.0300940491042554,0.0,0.5893587617063143,0.0,29.85381047705636,1100
9,2022/1/10,8.3375,0.0,7.85,0.0,60.25,1.4670868242881876,0.0,2.0291623887703025,0.0,30.283813745960067,1100
10,2022/1/11,6.987499999999999,14.0,0.1,0.0,85.0,1.0397565820902506,3.48209706929603,0.2645751311064591,0.0,42.573465914816005,1100
11,2022/1/12,4.2125,0.0,9.3875,0.0,49.75,1.5036933696734849,0.0,0.2087911636061258,0.0,25.433430264122848,1100
12,2022/1/13,3.425,0.0,6.525,0.0,57.75,1.1680646386223663,0.0,1.0905847055593618,0.0,28.980327379103223,1100
13,2022/1/14,2.9,0.0,9.15,0.0,53.75,1.2062338081814818,0.0,0.5700877125495688,0.0,27.59274134623089,1100
14,2022/1/15,3.775,0.0,7.575,0.0,51.75,1.303600782448369,0.0,0.7677076266392043,0.0,26.22230682072041,1100
15,2022/1/16,5.55,0.0,8.9625,0.0,58.75,1.3656500283747663,0.0,0.7330373455697875,0.0,29.668744075204803,1100
16,2022/1/17,6.1375,0.0,6.4,0.0,58.75,1.4499461196885903,0.0,1.394632568098135,0.0,29.76968886300292,1100
17,2022/1/18,3.7,0.0,8.712499999999999,0.0,49.5,1.5107944929738126,0.0,0.878119439484174,0.0,25.420218331084413,1100
18,2022/1/19,2.6750000000000003,0.0,6.324999999999999,0.0,56.0,1.4463315664120728,0.0,3.4255474015111806,0.0,28.27100988645436,1100
19,2022/1/20,2.8374999999999995,0.0,8.625,0.0,57.0,1.2805638406577002,0.0,0.859869176095992,0.0,28.661821295933027,1100
20,2022/1/21,2.6875,0.0,9.6125,0.0,43.5,1.019114198703953,0.0,0.1899835519196334,0.0,21.970150204311302,1100
21,2022/1/22,3.5625,0.0,9.475,0.0,53.75,1.1799761650135143,0.0,0.3031088913245534,0.0,27.624434383349826,1100
22,2022/1/23,4.137500000000001,6.0,0.2375,0.0,73.25,1.0135796712641785,2.4748737341529163,0.1494782592887674,0.0,36.78973192345929,1100
23,2022/1/24,6.8125,0.4375,4.4375,0.0,77.0,1.4021746503199948,0.3903123748998999,0.7565340375687005,0.0,38.79432948254165,1100
24,2022/1/25,5.875000000000001,0.3125,1.1875000000000002,0.0,72.25,1.9253246479490156,0.3479852726768763,1.0658769863356652,0.0,36.374570444199065,1100
25,2022/1/26,6.925,0.0625,7.9625,0.0,74.75,1.1934718262280009,0.1653594569415369,2.1277555663186503,0.0,37.78206419718224,1100
26,2022/1/27,6.9625,0.0,5.725,0.0,60.25,1.354564044259259,0.0,1.0580051984749417,0.0,30.98159736036862,1100
27,2022/1/28,6.3375,0.0,7.2625,0.0,56.5,1.4713408000867778,0.0,2.7608592412508104,0.0,28.769558564566125,1100
28,2022/1/29,5.7125,0.0,7.35,0.0,57.0,1.474311279886307,0.0,1.9665960439297132,0.0,28.74021572639983,1100
29,2022/1/30,5.0625,0.0,0.75,0.0,58.25,1.7262223929725855,0.0,0.8077747210701757,0.0,29.687697367764983,1100
30,2022/1/31,5.199999999999999,0.0,9.325,0.0,49.5,1.455163221085525,0.0,0.9297176990893524,0.0,25.76698468971486,1100
31,2022/2/1,4.937499999999999,0.0,9.6375,0.0,52.5,1.3918849629189909,0.0,0.3314268395890712,0.0,26.560073418573225,1100
32,2022/2/2,5.375,0.0,9.8,0.0,48.5,1.38901943830891,0.0,0.3872983346207415,0.0,24.80297361204902,1100
33,2022/2/3,5.3125,0.0,5.25,0.0,53.25,1.3317633986560826,0.0,1.3453624047073711,0.0,27.243978692547827,1100
34,2022/2/4,5.375,0.0,6.7625,0.0,52.25,1.8355857375780624,0.0,3.459384880293027,0.0,26.600928085313114,1100
35,2022/2/5,3.3125,0.0,8.375,0.0,57.25,1.622835096366849,0.0,1.6153559979150112,0.0,29.17592115083944,1100
36,2022/2/6,2.125,0.0,8.2125,0.0,59.0,1.6566155257029314,0.0,1.7659540622564336,0.0,30.108138434649195,1100
37,2022/2/7,3.2625,0.0,9.1,0.0,55.5,1.2348456381264823,0.0,1.5411035007422442,0.0,28.05686190577984,1100
38,2022/2/8,5.9375,0.0,3.9625,0.0,52.5,1.4516692977396746,0.0,1.0942320366357403,0.0,26.423237878806603,1100
39,2022/2/9,6.387500000000001,0.0,8.175,0.0,53.0,1.5615997406505933,0.0,1.0940178243520533,0.0,26.556543449779003,1100
