Unnamed: 0,date,temp,prec,sun,snow,humi,temp_s,prec_s,sun_s,snow_s,humi_s,Broc
0,2022/1/1,-1.4125,5.5625,1.4625,6.2,87.2,0.8565008756562948,1.4456291882775472,0.8499080832654787,3.822221212855164,42.37924020083418,880
1,2022/1/2,1.1,8.9375,3.6375,0.6,79.0,1.0547511554864497,2.4929588343973914,1.0907995920424611,0.9921567416492216,38.43805893902552,880
2,2022/1/3,2.6125000000000003,5.0,2.0,0.8,88.6,0.716654554161208,1.837117307087384,0.9219544457292888,1.0,42.95619134653351,880
3,2022/1/4,1.85,13.6875,0.075,2.8,89.8,0.788986691902975,8.139170335482603,0.1089724735885168,2.222048604328897,43.68477280471996,880
4,2022/1/5,-0.575,1.5625,4.5875,1.2,86.0,1.080219885023415,1.4017288432503627,0.7490619133289316,1.3919410907075054,41.8889902002901,880
5,2022/1/6,0.7250000000000001,0.625,6.249999999999999,0.0,77.0,1.035313962042433,0.8569568250501305,1.3114877048604,0.0,37.49479130492661,880
6,2022/1/7,1.1625,1.625,1.175,1.2,84.0,0.8199657005021612,1.1110243021644486,1.2587195875174104,1.3919410907075054,41.1703777004778,880
7,2022/1/8,3.225,0.0,7.95,0.0,64.6,1.4549484526951462,0.0,0.8986100377805715,0.0,31.598803379242067,880
8,2022/1/9,4.7250000000000005,3.75,0.0375,0.0,82.8,1.077903056865505,2.384848003542364,0.0992156741649221,0.0,40.20183453525473,880
9,2022/1/10,3.5125,0.1875,6.5625,0.0,83.0,1.2128865363256367,0.3479852726768763,0.1798436821242268,0.0,40.3962792222254,880
10,2022/1/11,3.4875,25.125,0.0,1.0,89.8,0.6546707187586749,4.442338910979215,0.0,0.9921567416492216,43.55868885767799,880
11,2022/1/12,0.1374999999999999,7.5625,1.15,5.8,88.0,0.7744958037329834,2.61530949411346,0.7399324293474371,4.442338910979215,42.63507945342661,880
12,2022/1/13,0.0124999999999999,35.375,0.0125,23.8,95.6,0.5688530126491377,7.825239612944769,0.0330718913883073,13.420483411561596,46.364722580858825,880
13,2022/1/14,-0.15,11.1875,0.4125,7.2,90.0,0.8660254037844387,4.42957037984498,0.4044672421840859,4.69041575982343,43.64845358085439,880
14,2022/1/15,0.8625000000000002,0.0625,0.675,0.2,86.4,0.9512327528002807,0.1653594569415369,0.8181534085976787,0.3307189138830738,42.080280417316615,880
15,2022/1/16,2.175,12.4375,0.325,0.8,82.2,0.9010410645470048,4.383473936274744,0.3191786333700926,1.3228756555322954,39.96541473574371,880
16,2022/1/17,1.7875,17.0,0.2,5.2,93.8,0.5509934210133548,1.713913650100261,0.187082869338697,2.9895651857753496,45.42008779163686,880
17,2022/1/18,-0.9375,13.25,0.55,15.6,94.0,0.6707039212648156,3.75,0.5979130371550699,7.725768570181222,45.592625500183686,880
18,2022/1/19,-0.4375,0.75,1.05,1.4,92.0,0.8543089312420888,0.3535533905932738,0.4795831523312719,1.6153559979150107,44.63182720884279,880
19,2022/1/20,-0.075,15.1875,0.175,12.8,92.4,0.7275816105427625,7.849910429425294,0.2277608394786075,6.910137480542627,44.7960656754586,880
20,2022/1/21,-1.65,3.25,2.2875,6.4,88.8,1.1291589790636216,1.7677669529663689,1.592511773896821,4.527692569068709,43.21747331809207,880
21,2022/1/22,0.2125,0.0,0.1625,0.0,78.2,1.100497046792948,0.0,0.3603383826349894,0.0,38.302863796327294,880
22,2022/1/23,0.8250000000000002,0.0625,0.8499999999999999,0.0,79.8,1.1420923780500418,0.1653594569415369,0.6652067347825035,0.0,38.77962577178898,880
23,2022/1/24,2.5375,1.75,0.6,0.2,83.6,0.9551668702378656,1.0,1.0781929326423911,0.3307189138830738,40.97483984105368,880
