date,temp,Broc
2022/1/1,1.6714285714285713,895
2022/1/2,2.385714285714286,895
2022/1/3,3.814285714285714,895
2022/1/4,4.185714285714286,895
2022/1/5,3.2285714285714286,895
2022/1/6,3.9,895
2022/1/7,3.4857142857142853,895
2022/1/8,2.242857142857143,895
2022/1/9,4.485714285714286,895
2022/1/10,5.228571428571429,895
2022/1/11,3.257142857142857,895
2022/1/12,1.8142857142857145,895
2022/1/13,1.042857142857143,895
2022/1/14,1.342857142857143,895
2022/1/15,2.371428571428571,895
2022/1/16,3.7,895
2022/1/17,3.771428571428572,895
2022/1/18,2.071428571428572,895
2022/1/19,1.7857142857142854,895
2022/1/20,1.6999999999999995,895
2022/1/21,1.385714285714286,895
2022/1/22,2.4,895
2022/1/23,1.8428571428571427,895
2022/1/24,4.371428571428572,895
2022/1/25,2.3714285714285714,895
2022/1/26,3.928571428571429,895
2022/1/27,4.985714285714286,895
2022/1/28,4.257142857142858,895
2022/1/29,4.4,895
2022/1/30,3.2857142857142856,895
2022/1/31,3.028571428571429,895
2022/2/1,2.185714285714286,895
2022/2/2,3.0428571428571423,895
2022/2/3,3.928571428571429,895
2022/2/4,2.414285714285714,895
2022/2/5,0.7571428571428571,895
2022/2/6,0.5285714285714286,895
2022/2/7,1.9428571428571428,895
2022/2/8,3.828571428571428,895
2022/2/9,3.3714285714285714,895
2022/2/10,3.985714285714285,895
2022/2/11,3.6857142857142855,895
2022/2/12,4.014285714285714,895
2022/2/13,2.885714285714286,895
2022/2/14,4.928571428571429,895
2022/2/15,4.285714285714286,895
2022/2/16,1.5,895
2022/2/17,-0.4571428571428572,895
2022/2/18,1.3428571428571427,895
2022/2/19,1.0571428571428572,895
2022/2/20,1.985714285714285,895
2022/2/21,0.1857142857142857,895
2022/2/22,0.7714285714285714,895
2022/2/23,0.8,895
2022/2/24,0.5999999999999999,895
2022/2/25,1.3571428571428572,895
2022/2/26,3.957142857142857,895
2022/2/27,6.1000000000000005,895
2022/2/28,5.485714285714286,895
2022/3/1,4.471428571428572,895
2022/3/2,7.285714285714286,895
2022/3/3,6.071428571428571,895
2022/3/4,4.728571428571429,895
2022/3/5,7.185714285714285,895
2022/3/6,4.457142857142857,895
2022/3/7,3.7,895
2022/3/8,4.357142857142857,895
2022/3/9,5.885714285714286,895
2022/3/10,6.942857142857142,895
2022/3/11,8.771428571428572,895
2022/3/12,13.071428571428571,895
2022/3/13,14.085714285714284,895
2022/3/14,15.671428571428574,895
2022/3/15,14.157142857142857,895
2022/3/16,12.542857142857144,895
2022/3/17,11.042857142857144,895
2022/3/18,8.742857142857144,895
2022/3/19,8.314285714285715,895
2022/3/20,6.614285714285714,895
2022/3/21,8.428571428571429,895
2022/3/22,6.785714285714286,895
2022/3/23,5.871428571428571,895
2022/3/24,8.185714285714287,895
2022/3/25,10.985714285714286,895
2022/3/26,14.828571428571433,895
2022/3/27,13.14285714285714,895
2022/3/28,10.142857142857144,895
2022/3/29,9.142857142857142,895
2022/3/30,12.900000000000002,895
2022/3/31,12.357142857142856,895
2022/4/1,8.314285714285715,895
2022/4/2,6.428571428571429,895
2022/4/3,8.9,895
2022/4/4,10.357142857142858,895
2022/4/5,10.171428571428573,895
2022/4/6,13.257142857142858,895
2022/4/7,13.585714285714287,895
2022/4/8,13.271428571428572,895
2022/4/9,15.05714285714286,895
2022/4/10,16.471428571428568,895
2022/4/11,16.67142857142857,895
2022/4/12,18.985714285714284,895
2022/4/13,18.842857142857145,895
2022/4/14,15.785714285714286,895
2022/4/15,13.685714285714283,895
2022/4/16,11.485714285714286,895
2022/4/17,11.457142857142856,895
2022/4/18,13.471428571428572,895
2022/4/19,14.514285714285714,895
2022/4/20,15.257142857142856,895
2022/4/21,14.12857142857143,895
2022/4/22,17.54285714285714,895
2022/4/23,17.3,895
2022/4/24,16.385714285714283,895
2022/4/25,19.428571428571427,895
2022/4/26,19.45714285714286,895
2022/4/27,18.942857142857143,895
2022/4/28,16.500000000000004,895
2022/4/29,13.114285714285712,895
2022/4/30,13.214285714285714,895
2022/5/1,13.62857142857143,895
2022/5/2,11.942857142857145,895
2022/5/3,13.028571428571428,895
2022/5/4,15.599999999999998,895
2022/5/5,17.271428571428572,895
2022/5/6,18.74285714285714,895
2022/5/7,19.342857142857145,895
2022/5/8,16.785714285714285,895
2022/5/9,14.299999999999995,895
2022/5/10,15.657142857142858,895
2022/5/11,17.685714285714287,895
2022/5/12,18.571428571428573,895
2022/5/13,18.857142857142858,895
2022/5/14,18.585714285714285,895
2022/5/15,15.371428571428572,895
2022/5/16,16.02857142857143,895
2022/5/17,16.571428571428573,895
2022/5/18,17.62857142857143,895
2022/5/19,18.342857142857135,895
2022/5/20,17.714285714285715,895
2022/5/21,17.585714285714285,895
2022/5/22,19.8,895
2022/5/23,20.62857142857143,895
2022/5/24,20.428571428571427,895
2022/5/25,21.52857142857143,895
2022/5/26,20.642857142857142,895
2022/5/27,21.428571428571427,895
2022/5/28,21.428571428571427,895
2022/5/29,21.942857142857143,895
2022/5/30,18.857142857142858,895
2022/5/31,20.628571428571423,895
2022/6/1,18.571428571428577,895
2022/6/2,20.414285714285715,895
2022/6/3,21.685714285714287,895
2022/6/4,21.17142857142857,895
2022/6/5,19.11428571428572,895
2022/6/6,18.914285714285715,895
2022/6/7,17.999999999999996,895
2022/6/8,18.3,895
2022/6/9,20.457142857142856,895
2022/6/10,22.414285714285715,895
2022/6/11,20.7,895
2022/6/12,21.428571428571427,895
2022/6/13,19.571428571428573,895
2022/6/14,18.71428571428571,895
